21:53:06.661 [Thread-21] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
21:59:47.599 [threadPoolTaskExecutor-3] INFO  c.q.v.a.f.l.l.LogListener - [listenOperLog,39] - 远程操作日志记录成功：SysOperLog(operId=null, title=字典类型, businessType=1, method=com.qh.venus.achilles.sms.system.controller.SysDictTypeController.addSave(), requestMethod=POST, operatorType=1, operName=wedding, deptName=null, operUrl=/system/dict/type/save, operIp=127.0.0.1, operLocation=内网IP, operParam=[
	{
		"dictId":0,
		"dictName":"会员卡类型",
		"dictType":"hun_member_card_type",
		"params":{},
		"status":"0"
	}
], status=0, errorMsg=null, operTime=null)
21:59:47.656 [http-nio-8080-exec-30] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/type/list
21:59:50.221 [http-nio-8080-exec-1] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/type/list
22:01:48.379 [http-nio-8080-exec-2] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/list
22:02:30.667 [http-nio-8080-exec-3] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/save
22:02:30.696 [threadPoolTaskExecutor-4] INFO  c.q.v.a.f.l.l.LogListener - [listenOperLog,39] - 远程操作日志记录成功：SysOperLog(operId=null, title=字典数据, businessType=1, method=com.qh.venus.achilles.sms.system.controller.SysDictDataController.addSave(), requestMethod=POST, operatorType=1, operName=wedding, deptName=null, operUrl=/system/dict/data/save, operIp=127.0.0.1, operLocation=内网IP, operParam=[
	{
		"dictCode":0,
		"dictLabel":"卡式",
		"dictSort":1,
		"dictType":"hun_member_card_type",
		"dictValue":"1",
		"params":{},
		"status":"0"
	}
], status=0, errorMsg=null, operTime=null)
22:02:30.730 [http-nio-8080-exec-4] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/list
22:02:42.776 [http-nio-8080-exec-5] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/save
22:02:42.797 [threadPoolTaskExecutor-5] INFO  c.q.v.a.f.l.l.LogListener - [listenOperLog,39] - 远程操作日志记录成功：SysOperLog(operId=null, title=字典数据, businessType=1, method=com.qh.venus.achilles.sms.system.controller.SysDictDataController.addSave(), requestMethod=POST, operatorType=1, operName=wedding, deptName=null, operUrl=/system/dict/data/save, operIp=127.0.0.1, operLocation=内网IP, operParam=[
	{
		"dictCode":0,
		"dictLabel":"手机号码",
		"dictSort":2,
		"dictType":"hun_member_card_type",
		"dictValue":"2",
		"params":{},
		"status":"0"
	}
], status=0, errorMsg=null, operTime=null)
22:02:42.831 [http-nio-8080-exec-6] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/list
22:02:53.381 [http-nio-8080-exec-7] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/save
22:02:53.402 [threadPoolTaskExecutor-6] INFO  c.q.v.a.f.l.l.LogListener - [listenOperLog,39] - 远程操作日志记录成功：SysOperLog(operId=null, title=字典数据, businessType=1, method=com.qh.venus.achilles.sms.system.controller.SysDictDataController.addSave(), requestMethod=POST, operatorType=1, operName=wedding, deptName=null, operUrl=/system/dict/data/save, operIp=127.0.0.1, operLocation=内网IP, operParam=[
	{
		"dictCode":0,
		"dictLabel":"其他",
		"dictSort":3,
		"dictType":"hun_member_card_type",
		"dictValue":"3",
		"params":{},
		"status":"0"
	}
], status=0, errorMsg=null, operTime=null)
22:02:53.438 [http-nio-8080-exec-8] INFO  c.q.v.a.f.s.f.JwtAuthenticationTokenFilter - [doFilterInternal,43] - url:/system/dict/data/list
